# SIMULATED DATA, procedural CMB-like field (NOT real Planck data)
# Generated by: /scripts/simulate/cmb_map.ts
# To replace with real Planck SMICA: see /scripts/fetch/cmb_map.md
# Real source: Planck 2018 results IV, A&A 641, A4
# Schema: x (Mollweide, -2..2), y (Mollweide, -1..1), t_uk (microkelvin)
# Grid: 480x240 Mollweide cells, 89876 interior points
x,y,t_uk
-0.0960,-0.0795,-79.67
-0.0877,-0.0795,-19.76
-0.0793,-0.0795,58.25
-0.0710,-0.0795,-82.13
-0.0626,-0.0795,-53.48
-0.0543,-0.0795,4.75
-0.0459,-0.0795,41.95
-0.0376,-0.0795,-18.29
-0.0292,-0.0795,48.95
-0.0209,-0.0795,82.42
-0.0125,-0.0795,119.18
-0.0042,-0.0795,2.32
0.0042,-0.0795,49.82
0.0125,-0.0795,174.80
0.0209,-0.0795,-70.52
0.0292,-0.0795,31.99
0.0376,-0.0795,-17.64
0.0459,-0.0795,98.45
0.0543,-0.0795,-139.41
0.0626,-0.0795,30.67
0.0710,-0.0795,59.30
0.0793,-0.0795,112.92
0.0877,-0.0795,62.52
0.0960,-0.0795,58.12
0.1044,-0.0795,-92.48
0.1127,-0.0795,-51.90
0.1211,-0.0795,38.71
0.1294,-0.0795,81.16
0.1378,-0.0795,40.01
0.1461,-0.0795,137.16
0.1545,-0.0795,61.44
0.1628,-0.0795,168.31
0.1712,-0.0795,-0.60
0.1795,-0.0795,75.17
0.1879,-0.0795,66.36
0.1962,-0.0795,184.25
0.2046,-0.0795,-56.32
0.2129,-0.0795,12.67
0.2213,-0.0795,155.85
0.2296,-0.0795,-87.56
0.2380,-0.0795,-103.22
0.2463,-0.0795,-60.18
0.2547,-0.0795,146.97
0.2630,-0.0795,19.72
0.2714,-0.0795,83.92
0.2797,-0.0795,29.01
0.2881,-0.0795,-134.43
0.2965,-0.0795,-93.62
0.3048,-0.0795,61.44
0.3132,-0.0795,-11.77
0.3215,-0.0795,-32.67
0.3299,-0.0795,94.39
0.3382,-0.0795,16.29
0.3466,-0.0795,86.26
0.3549,-0.0795,-5.99
0.3633,-0.0795,-10.12
0.3716,-0.0795,121.52
0.3800,-0.0795,125.27
0.3883,-0.0795,46.97
0.3967,-0.0795,66.20
0.4050,-0.0795,28.00
0.4134,-0.0795,95.32
0.4217,-0.0795,109.85
0.4301,-0.0795,8.09
0.4384,-0.0795,176.67
0.4468,-0.0795,92.89
0.4551,-0.0795,-25.43
0.4635,-0.0795,6.87
0.4718,-0.0795,89.55
0.4802,-0.0795,-53.40
0.4885,-0.0795,88.44
0.4969,-0.0795,67.14
0.5052,-0.0795,10.61
0.5136,-0.0795,106.77
0.5219,-0.0795,-21.40
0.5303,-0.0795,17.64
0.5386,-0.0795,30.40
0.5470,-0.0795,4.77
0.5553,-0.0795,23.82
0.5637,-0.0795,70.58
0.5720,-0.0795,129.14
0.5804,-0.0795,-7.54
0.5887,-0.0795,-17.98
0.5971,-0.0795,94.84
0.6054,-0.0795,147.18
0.6138,-0.0795,41.66
0.6221,-0.0795,-36.24
0.6305,-0.0795,9.40
0.6388,-0.0795,38.70
0.6472,-0.0795,-77.63
0.6555,-0.0795,-21.10
0.6639,-0.0795,53.02
0.6722,-0.0795,-143.55
0.6806,-0.0795,23.79
0.6889,-0.0795,-45.94
0.6973,-0.0795,159.36
0.7056,-0.0795,-56.59
0.7140,-0.0795,-11.80
0.7223,-0.0795,121.79
0.7307,-0.0795,-48.32
0.7390,-0.0795,-7.95
0.7474,-0.0795,-24.81
0.7557,-0.0795,-62.58
0.7641,-0.0795,20.82
0.7724,-0.0795,116.16
0.7808,-0.0795,-109.76
0.7891,-0.0795,31.21
0.7975,-0.0795,42.91
0.8058,-0.0795,114.58
0.8142,-0.0795,140.81
0.8225,-0.0795,0.56
0.8309,-0.0795,-80.94
0.8392,-0.0795,159.51
0.8476,-0.0795,17.76
0.8559,-0.0795,60.12
0.8643,-0.0795,134.52
0.8727,-0.0795,-22.73
0.8810,-0.0795,189.69
0.8894,-0.0795,104.11
0.8977,-0.0795,0.67
0.9061,-0.0795,70.80
0.9144,-0.0795,-6.71
0.9228,-0.0795,10.32
0.9311,-0.0795,55.19
0.9395,-0.0795,-135.78
0.9478,-0.0795,56.82
0.9562,-0.0795,95.29
0.9645,-0.0795,48.90
0.9729,-0.0795,-37.60
0.9812,-0.0795,-16.28
0.9896,-0.0795,75.46
0.9979,-0.0795,-159.87
1.0063,-0.0795,89.85
1.0146,-0.0795,67.73
1.0230,-0.0795,88.59
1.0313,-0.0795,13.34
1.0397,-0.0795,-69.96
1.0480,-0.0795,-171.02
1.0564,-0.0795,-21.58
1.0647,-0.0795,6.27
1.0731,-0.0795,159.36
1.0814,-0.0795,43.46
1.0898,-0.0795,-67.28
1.0981,-0.0795,-71.34
1.1065,-0.0795,-4.17
1.1148,-0.0795,55.59
1.1232,-0.0795,58.22
1.1315,-0.0795,26.89
1.1399,-0.0795,-15.35
1.1482,-0.0795,198.53
1.1566,-0.0795,3.65
1.1649,-0.0795,159.05
1.1733,-0.0795,86.16
1.1816,-0.0795,111.66
1.1900,-0.0795,77.81
1.1983,-0.0795,16.29
1.2067,-0.0795,42.83
1.2150,-0.0795,96.67
1.2234,-0.0795,86.75
1.2317,-0.0795,154.21
1.2401,-0.0795,-121.81
1.2484,-0.0795,216.94
1.2568,-0.0795,34.49
1.2651,-0.0795,119.76
1.2735,-0.0795,-108.95
1.2818,-0.0795,50.92
1.2902,-0.0795,8.93
1.2985,-0.0795,32.43
1.3069,-0.0795,53.90
1.3152,-0.0795,161.34
1.3236,-0.0795,75.90
1.3319,-0.0795,208.71
1.3403,-0.0795,252.51
1.3486,-0.0795,-12.99
1.3570,-0.0795,16.26
1.3653,-0.0795,172.63
1.3737,-0.0795,-65.95
1.3820,-0.0795,-28.64
1.3904,-0.0795,167.21
1.3987,-0.0795,66.85
1.4071,-0.0795,71.13
1.4154,-0.0795,-52.88
1.4238,-0.0795,118.77
1.4322,-0.0795,82.97
1.4405,-0.0795,93.41
1.4489,-0.0795,153.73
1.4572,-0.0795,41.83
1.4656,-0.0795,243.53
1.4739,-0.0795,-20.08
1.4823,-0.0795,86.34
1.4906,-0.0795,152.82
1.4990,-0.0795,206.14
1.5073,-0.0795,48.74
1.5157,-0.0795,19.06
1.5240,-0.0795,188.88
1.5324,-0.0795,-20.88
1.5407,-0.0795,199.44
1.5491,-0.0795,80.03
1.5574,-0.0795,104.57
1.5658,-0.0795,122.26
1.5741,-0.0795,160.71
1.5825,-0.0795,166.14
1.5908,-0.0795,55.63
1.5992,-0.0795,2.98
1.6075,-0.0795,-35.06
1.6159,-0.0795,32.67
1.6242,-0.0795,-10.11
1.6326,-0.0795,139.14
1.6409,-0.0795,-30.01
1.6493,-0.0795,112.67
1.6576,-0.0795,128.24
1.6660,-0.0795,-41.45
1.6743,-0.0795,123.79
1.6827,-0.0795,45.43
1.6910,-0.0795,6.57
1.6994,-0.0795,13.79
1.7077,-0.0795,-1.33
1.7161,-0.0795,-4.27
1.7244,-0.0795,-31.10
1.7328,-0.0795,195.65
1.7411,-0.0795,-8.99
1.7495,-0.0795,38.35
1.7578,-0.0795,85.02
1.7662,-0.0795,45.22
1.7745,-0.0795,-24.26
1.7829,-0.0795,-1.90
1.7912,-0.0795,86.51
1.7996,-0.0795,66.50
1.8079,-0.0795,12.20
1.8163,-0.0795,-41.71
1.8246,-0.0795,123.10
1.8330,-0.0795,57.12
1.8413,-0.0795,27.64
1.8497,-0.0795,-68.21
1.8580,-0.0795,59.08
1.8664,-0.0795,-114.01
1.8747,-0.0795,-56.92
1.8831,-0.0795,-78.01
1.8914,-0.0795,57.25
1.8998,-0.0795,-101.71
1.9081,-0.0795,-19.58
1.9165,-0.0795,-89.33
1.9248,-0.0795,-58.80
1.9332,-0.0795,36.94
1.9415,-0.0795,21.25
1.9499,-0.0795,-111.33
1.9582,-0.0795,133.16
1.9666,-0.0795,-87.81
1.9749,-0.0795,2.67
1.9833,-0.0795,-106.66
1.9916,-0.0795,-61.46
-1.9916,-0.0711,-214.72
-1.9833,-0.0711,-37.82
-1.9749,-0.0711,29.29
-1.9666,-0.0711,-176.83
-1.9582,-0.0711,-26.87
-1.9499,-0.0711,-29.11
-1.9415,-0.0711,74.77
-1.9332,-0.0711,-78.38
-1.9248,-0.0711,15.59
-1.9165,-0.0711,-90.53
-1.9081,-0.0711,-31.75
-1.8998,-0.0711,34.65
-1.8914,-0.0711,34.41
-1.8831,-0.0711,62.03
-1.8747,-0.0711,243.27
-1.8664,-0.0711,18.07
-1.8580,-0.0711,-47.63
-1.8497,-0.0711,67.78
-1.8413,-0.0711,21.35
-1.8330,-0.0711,18.98
-1.8246,-0.0711,118.53
-1.8163,-0.0711,-31.65
-1.8079,-0.0711,3.25
-1.7996,-0.0711,-51.37
-1.7912,-0.0711,-7.29
-1.7829,-0.0711,50.71
-1.7745,-0.0711,79.55
-1.7662,-0.0711,-6.17
-1.7578,-0.0711,-58.02
-1.7495,-0.0711,-105.65
-1.7411,-0.0711,-60.86
-1.7328,-0.0711,76.63
-1.7244,-0.0711,-93.34
-1.7161,-0.0711,68.81
-1.7077,-0.0711,-13.11
-1.6994,-0.0711,-42.69
-1.6910,-0.0711,74.12
-1.6827,-0.0711,37.27
-1.6743,-0.0711,55.50
-1.6660,-0.0711,-72.42
-1.6576,-0.0711,10.76
-1.6493,-0.0711,-3.34
-1.6409,-0.0711,-1.11
-1.6326,-0.0711,72.56
-1.6242,-0.0711,-67.80
-1.6159,-0.0711,48.97
-1.6075,-0.0711,48.79
-1.5992,-0.0711,-14.16
-1.5908,-0.0711,108.15
-1.5825,-0.0711,-34.55
-1.5741,-0.0711,64.21
-1.5658,-0.0711,-184.39
-1.5574,-0.0711,-22.37
-1.5491,-0.0711,15.41
-1.5407,-0.0711,192.69
-1.5324,-0.0711,-25.05
-1.5240,-0.0711,55.86
-1.5157,-0.0711,-14.73
-1.5073,-0.0711,45.74
-1.4990,-0.0711,-92.90
-1.4906,-0.0711,-22.55
-1.4823,-0.0711,17.15
-1.4739,-0.0711,-53.44
-1.4656,-0.0711,5.45
-1.4572,-0.0711,203.95
-1.4489,-0.0711,151.20
-1.4405,-0.0711,21.76
-1.4322,-0.0711,7.79
-1.4238,-0.0711,20.42
-1.4154,-0.0711,60.47
-1.4071,-0.0711,-123.59
-1.3987,-0.0711,31.06
-1.3904,-0.0711,-15.13
-1.3820,-0.0711,136.94
-1.3737,-0.0711,-6.73
-1.3653,-0.0711,-39.63
-1.3570,-0.0711,-74.12
-1.3486,-0.0711,10.82
-1.3403,-0.0711,-83.40
-1.3319,-0.0711,36.15
-1.3236,-0.0711,-80.34
-1.3152,-0.0711,-47.44
-1.3069,-0.0711,23.96
-1.2985,-0.0711,82.41
-1.2902,-0.0711,68.81
-1.2818,-0.0711,-37.75
-1.2735,-0.0711,34.62
-1.2651,-0.0711,-77.51
-1.2568,-0.0711,91.71
-1.2484,-0.0711,15.43
-1.2401,-0.0711,144.50
-1.2317,-0.0711,210.98
-1.2234,-0.0711,32.89
-1.2150,-0.0711,42.89
-1.2067,-0.0711,64.22
-1.1983,-0.0711,150.96
-1.1900,-0.0711,28.08
-1.1816,-0.0711,-40.27
-1.1733,-0.0711,100.21
-1.1649,-0.0711,109.24
-1.1566,-0.0711,180.30
-1.1482,-0.0711,101.73
-1.1399,-0.0711,47.35
-1.1315,-0.0711,60.50
-1.1232,-0.0711,-109.06
-1.1148,-0.0711,10.09
-1.1065,-0.0711,60.51
-1.0981,-0.0711,50.55
-1.0898,-0.0711,39.07
-1.0814,-0.0711,47.55
-1.0731,-0.0711,-25.06
-1.0647,-0.0711,13.35
-1.0564,-0.0711,-53.56
-1.0480,-0.0711,-26.71
-1.0397,-0.0711,-99.75
-1.0313,-0.0711,37.52
-1.0230,-0.0711,-31.44
-1.0146,-0.0711,42.27
-1.0063,-0.0711,79.50
-0.9979,-0.0711,82.36
-0.9896,-0.0711,-154.99
-0.9812,-0.0711,37.92
-0.9729,-0.0711,17.20
-0.9645,-0.0711,-169.44
-0.9562,-0.0711,-94.14
-0.9478,-0.0711,-1.73
-0.9395,-0.0711,65.71
-0.9311,-0.0711,-44.85
-0.9228,-0.0711,-57.66
-0.9144,-0.0711,8.42
-0.9061,-0.0711,17.75
-0.8977,-0.0711,-123.80
-0.8894,-0.0711,17.43
-0.8810,-0.0711,49.74
-0.8727,-0.0711,-104.86
-0.8643,-0.0711,-117.63
-0.8559,-0.0711,-18.94
-0.8476,-0.0711,107.11
-0.8392,-0.0711,-69.70
-0.8309,-0.0711,61.62
-0.8225,-0.0711,-66.33
-0.8142,-0.0711,-11.14
-0.8058,-0.0711,70.53
-0.7975,-0.0711,-71.14
-0.7891,-0.0711,51.82
-0.7808,-0.0711,-14.39
-0.7724,-0.0711,-9.16
-0.7641,-0.0711,26.71
-0.7557,-0.0711,9.31
-0.7474,-0.0711,3.36
-0.7390,-0.0711,17.05
-0.7307,-0.0711,37.25
-0.7223,-0.0711,-103.55
-0.7140,-0.0711,27.90
-0.7056,-0.0711,16.57
-0.6973,-0.0711,132.52
-0.6889,-0.0711,62.92
-0.6806,-0.0711,31.53
-0.6722,-0.0711,29.46
-0.6639,-0.0711,-121.53
-0.6555,-0.0711,-55.55
-0.6472,-0.0711,-19.49
-0.6388,-0.0711,-67.27
-0.6305,-0.0711,55.14
-0.6221,-0.0711,-150.01
-0.6138,-0.0711,65.31
-0.6054,-0.0711,-50.95
-0.5971,-0.0711,6.25
-0.5887,-0.0711,-102.23
-0.5804,-0.0711,-9.22
-0.5720,-0.0711,-230.54
-0.5637,-0.0711,40.41
-0.5553,-0.0711,-37.59
-0.5470,-0.0711,-64.82
-0.5386,-0.0711,-27.17
-0.5303,-0.0711,53.54
-0.5219,-0.0711,27.90
-0.5136,-0.0711,-73.69
-0.5052,-0.0711,-1.18
-0.4969,-0.0711,-143.79
-0.4885,-0.0711,142.32
-0.4802,-0.0711,18.37
-0.4718,-0.0711,-118.86
-0.4635,-0.0711,63.32
-0.4551,-0.0711,-34.92
-0.4468,-0.0711,102.07
-0.4384,-0.0711,93.18
-0.4301,-0.0711,101.03
-0.4217,-0.0711,110.93
-0.4134,-0.0711,75.04
-0.4050,-0.0711,66.12
-0.3967,-0.0711,112.35
-0.3883,-0.0711,-109.88
-0.3800,-0.0711,-69.19
-0.3716,-0.0711,-116.41
-0.3633,-0.0711,-7.96
-0.3549,-0.0711,-212.22
-0.3466,-0.0711,-103.98
-0.3382,-0.0711,-104.73
-0.3299,-0.0711,22.34
-0.3215,-0.0711,55.18
-0.3132,-0.0711,46.03
-0.3048,-0.0711,82.97
-0.2965,-0.0711,-54.53
-0.2881,-0.0711,-92.38
-0.2797,-0.0711,-7.90
-0.2714,-0.0711,84.53
-0.2630,-0.0711,29.46
-0.2547,-0.0711,-24.45
-0.2463,-0.0711,-4.99
-0.2380,-0.0711,63.05
-0.2296,-0.0711,21.75
-0.2213,-0.0711,47.41
-0.2129,-0.0711,98.89
-0.2046,-0.0711,-21.24
-0.1962,-0.0711,-63.42
-0.1879,-0.0711,-58.61
-0.1795,-0.0711,41.63
-0.1712,-0.0711,-45.11
-0.1628,-0.0711,44.17
-0.1545,-0.0711,63.13
-0.1461,-0.0711,87.22
-0.1378,-0.0711,33.02
-0.1294,-0.0711,20.60
-0.1211,-0.0711,87.79
-0.1127,-0.0711,1.27
-0.1044,-0.0711,-67.15
-0.0960,-0.0711,-57.64
-0.0877,-0.0711,20.22
-0.0793,-0.0711,49.10
-0.0710,-0.0711,44.97
-0.0626,-0.0711,-7.12
-0.0543,-0.0711,39.08
-0.0459,-0.0711,-109.46
-0.0376,-0.0711,35.29
-0.0292,-0.0711,-53.84
-0.0209,-0.0711,67.44
-0.0125,-0.0711,-41.94
-0.0042,-0.0711,78.42
0.0042,-0.0711,12.57
0.0125,-0.0711,-54.06
0.0209,-0.0711,-76.78
0.0292,-0.0711,-82.40
0.0376,-0.0711,-49.15
0.0459,-0.0711,-22.75
0.0543,-0.0711,-64.70
0.0626,-0.0711,38.96
0.0710,-0.0711,-64.50
0.0793,-0.0711,3.43
0.0877,-0.0711,147.36
0.0960,-0.0711,48.41
0.1044,-0.0711,53.06
0.1127,-0.0711,-123.33
0.1211,-0.0711,169.94
0.1294,-0.0711,208.88
0.1378,-0.0711,210.56
0.1461,-0.0711,-67.00
0.1545,-0.0711,61.95
0.1628,-0.0711,69.30
0.1712,-0.0711,-108.55
0.1795,-0.0711,202.75
0.1879,-0.0711,14.03
0.1962,-0.0711,13.26
0.2046,-0.0711,-103.69
0.2129,-0.0711,54.57
0.2213,-0.0711,-64.65
0.2296,-0.0711,80.86
0.2380,-0.0711,-151.34
0.2463,-0.0711,39.61
0.2547,-0.0711,37.57
0.2630,-0.0711,61.02
0.2714,-0.0711,-1.76
0.2797,-0.0711,20.61
0.2881,-0.0711,-41.18
0.2965,-0.0711,89.53
0.3048,-0.0711,-31.61
0.3132,-0.0711,49.53
0.3215,-0.0711,142.58
0.3299,-0.0711,-33.69
0.3382,-0.0711,20.19
0.3466,-0.0711,-85.37
0.3549,-0.0711,85.61
0.3633,-0.0711,-65.75
0.3716,-0.0711,82.62
0.3800,-0.0711,-218.55
0.3883,-0.0711,-144.76
0.3967,-0.0711,77.59
0.4050,-0.0711,25.15
0.4134,-0.0711,-92.37
0.4217,-0.0711,57.10
0.4301,-0.0711,5.00
0.4384,-0.0711,107.78
0.4468,-0.0711,-36.58
0.4551,-0.0711,-6.55
0.4635,-0.0711,60.32
0.4718,-0.0711,51.96
0.4802,-0.0711,106.31
0.4885,-0.0711,48.10
0.4969,-0.0711,-0.50
0.5052,-0.0711,53.30
0.5136,-0.0711,23.51
0.5219,-0.0711,133.29
0.5303,-0.0711,24.37
0.5386,-0.0711,82.38
0.5470,-0.0711,58.69
0.5553,-0.0711,111.80
0.5637,-0.0711,145.41
0.5720,-0.0711,128.27
0.5804,-0.0711,13.74
0.5887,-0.0711,79.61
0.5971,-0.0711,110.64
0.6054,-0.0711,-3.77
0.6138,-0.0711,-2.56
0.6221,-0.0711,-47.59
0.6305,-0.0711,124.74
0.6388,-0.0711,-40.08
0.6472,-0.0711,-105.41
0.6555,-0.0711,94.16
0.6639,-0.0711,12.58
0.6722,-0.0711,87.32
0.6806,-0.0711,15.14
0.6889,-0.0711,73.69
0.6973,-0.0711,-51.74
0.7056,-0.0711,49.79
0.7140,-0.0711,243.33
0.7223,-0.0711,128.94
0.7307,-0.0711,-27.63
0.7390,-0.0711,27.04
0.7474,-0.0711,-2.11
0.7557,-0.0711,-4.90
0.7641,-0.0711,-25.68
0.7724,-0.0711,37.25
0.7808,-0.0711,-18.54
0.7891,-0.0711,31.85
0.7975,-0.0711,103.75
0.8058,-0.0711,130.62
0.8142,-0.0711,26.43
0.8225,-0.0711,152.80
0.8309,-0.0711,37.25
0.8392,-0.0711,-26.21
0.8476,-0.0711,51.52
0.8559,-0.0711,-58.76
0.8643,-0.0711,-3.99
0.8727,-0.0711,-18.87
0.8810,-0.0711,79.14
0.8894,-0.0711,247.54
0.8977,-0.0711,93.41
0.9061,-0.0711,-48.59
0.9144,-0.0711,44.57
0.9228,-0.0711,-135.45
0.9311,-0.0711,24.16
0.9395,-0.0711,-42.21
0.9478,-0.0711,89.10
0.9562,-0.0711,112.13
0.9645,-0.0711,64.01
0.9729,-0.0711,13.52
0.9812,-0.0711,13.82
0.9896,-0.0711,-36.23
0.9979,-0.0711,-56.06
1.0063,-0.0711,56.21
1.0146,-0.0711,61.35
1.0230,-0.0711,109.18
1.0313,-0.0711,-43.69
1.0397,-0.0711,-16.59
1.0480,-0.0711,165.73
1.0564,-0.0711,15.02
1.0647,-0.0711,72.25
1.0731,-0.0711,-2.01
1.0814,-0.0711,81.10
1.0898,-0.0711,29.74
1.0981,-0.0711,118.09
1.1065,-0.0711,-57.59
1.1148,-0.0711,-11.24
1.1232,-0.0711,-111.99
1.1315,-0.0711,13.02
1.1399,-0.0711,75.72
1.1482,-0.0711,-4.95
1.1566,-0.0711,161.78
1.1649,-0.0711,48.38
1.1733,-0.0711,-16.87
1.1816,-0.0711,83.23
1.1900,-0.0711,165.03
1.1983,-0.0711,-25.75
1.2067,-0.0711,113.35
1.2150,-0.0711,-9.23
1.2234,-0.0711,59.82
1.2317,-0.0711,1.51
1.2401,-0.0711,-98.16
1.2484,-0.0711,43.55
1.2568,-0.0711,42.73
1.2651,-0.0711,157.14
1.2735,-0.0711,68.51
1.2818,-0.0711,136.73
1.2902,-0.0711,25.75
1.2985,-0.0711,108.06
1.3069,-0.0711,147.46
1.3152,-0.0711,129.16
1.3236,-0.0711,188.83
1.3319,-0.0711,38.62
1.3403,-0.0711,83.11
1.3486,-0.0711,165.78
1.3570,-0.0711,228.23
1.3653,-0.0711,105.93
1.3737,-0.0711,-9.73
1.3820,-0.0711,-34.57
1.3904,-0.0711,-2.34
1.3987,-0.0711,19.11
1.4071,-0.0711,136.15
1.4154,-0.0711,14.50
1.4238,-0.0711,87.05
1.4322,-0.0711,-88.95
1.4405,-0.0711,94.39
1.4489,-0.0711,40.05
1.4572,-0.0711,120.64
1.4656,-0.0711,-26.52
1.4739,-0.0711,58.88
1.4823,-0.0711,91.18
1.4906,-0.0711,107.21
1.4990,-0.0711,49.27
1.5073,-0.0711,170.74
1.5157,-0.0711,-24.86
1.5240,-0.0711,-19.71
1.5324,-0.0711,111.85
1.5407,-0.0711,105.67
1.5491,-0.0711,-125.35
1.5574,-0.0711,186.58
1.5658,-0.0711,-50.76
1.5741,-0.0711,170.39
1.5825,-0.0711,128.24
1.5908,-0.0711,-55.50
1.5992,-0.0711,60.39
1.6075,-0.0711,116.00
1.6159,-0.0711,42.12
1.6242,-0.0711,112.66
1.6326,-0.0711,1.68
1.6409,-0.0711,-4.06
1.6493,-0.0711,63.08
1.6576,-0.0711,100.43
1.6660,-0.0711,46.58
1.6743,-0.0711,120.60
1.6827,-0.0711,-0.51
1.6910,-0.0711,-1.10
1.6994,-0.0711,42.08
1.7077,-0.0711,123.56
1.7161,-0.0711,127.18
1.7244,-0.0711,64.13
1.7328,-0.0711,88.08
1.7411,-0.0711,90.44
1.7495,-0.0711,132.42
1.7578,-0.0711,-2.03
1.7662,-0.0711,48.64
1.7745,-0.0711,-67.57
1.7829,-0.0711,47.04
1.7912,-0.0711,-70.16
1.7996,-0.0711,201.76
1.8079,-0.0711,80.43
1.8163,-0.0711,67.83
1.8246,-0.0711,70.98
1.8330,-0.0711,-13.89
1.8413,-0.0711,-16.70
1.8497,-0.0711,138.79
1.8580,-0.0711,-72.47
1.8664,-0.0711,-34.16
1.8747,-0.0711,8.87
1.8831,-0.0711,138.22
1.8914,-0.0711,-110.09
1.8998,-0.0711,-90.05
1.9081,-0.0711,-175.70
1.9165,-0.0711,24.01
1.9248,-0.0711,-56.19
1.9332,-0.0711,110.35
1.9415,-0.0711,18.50
1.9499,-0.0711,-87.07
1.9582,-0.0711,49.22
1.9666,-0.0711,-46.06
1.9749,-0.0711,-66.55
1.9833,-0.0711,93.19
1.9916,-0.0711,124.99
-1.9916,-0.0628,-51.30
-1.9833,-0.0628,170.58
-1.9749,-0.0628,-142.51
-1.9666,-0.0628,-28.89
-1.9582,-0.0628,-1.08
-1.9499,-0.0628,60.04
-1.9415,-0.0628,25.55
-1.9332,-0.0628,47.25
-1.9248,-0.0628,136.46
-1.9165,-0.0628,3.29
-1.9081,-0.0628,-135.47
-1.8998,-0.0628,-4.16
-1.8914,-0.0628,-67.47
-1.8831,-0.0628,81.52
-1.8747,-0.0628,15.61
-1.8664,-0.0628,47.25
-1.8580,-0.0628,-31.98
-1.8497,-0.0628,-98.21
-1.8413,-0.0628,43.69
-1.8330,-0.0628,28.55
-1.8246,-0.0628,16.84
-1.8163,-0.0628,36.68
-1.8079,-0.0628,-74.56
-1.7996,-0.0628,160.95
-1.7912,-0.0628,60.73
-1.7829,-0.0628,56.85
-1.7745,-0.0628,-69.53
-1.7662,-0.0628,149.42
-1.7578,-0.0628,-14.03
-1.7495,-0.0628,89.50
-1.7411,-0.0628,-15.20
-1.7328,-0.0628,135.38
-1.7244,-0.0628,55.45
-1.7161,-0.0628,95.47
-1.7077,-0.0628,-44.49
-1.6994,-0.0628,-143.42
-1.6910,-0.0628,-205.27
-1.6827,-0.0628,15.16
-1.6743,-0.0628,-15.35
-1.6660,-0.0628,-6.27
-1.6576,-0.0628,-141.12
-1.6493,-0.0628,-21.67
-1.6409,-0.0628,-43.88
-1.6326,-0.0628,-149.49
-1.6242,-0.0628,82.55
-1.6159,-0.0628,-101.47
-1.6075,-0.0628,33.44
-1.5992,-0.0628,-0.08
-1.5908,-0.0628,-12.20
-1.5825,-0.0628,-81.58
-1.5741,-0.0628,146.52
-1.5658,-0.0628,-36.03
-1.5574,-0.0628,-52.91
-1.5491,-0.0628,-12.69
-1.5407,-0.0628,8.50
-1.5324,-0.0628,26.51
-1.5240,-0.0628,-61.34
-1.5157,-0.0628,-101.77
-1.5073,-0.0628,-178.76
-1.4990,-0.0628,29.81
-1.4906,-0.0628,22.87
-1.4823,-0.0628,128.02
-1.4739,-0.0628,70.55
-1.4656,-0.0628,75.25
-1.4572,-0.0628,-37.08
-1.4489,-0.0628,58.53
-1.4405,-0.0628,-38.74
-1.4322,-0.0628,-95.07
-1.4238,-0.0628,-81.47
-1.4154,-0.0628,179.57
-1.4071,-0.0628,-9.47
-1.3987,-0.0628,-51.13
-1.3904,-0.0628,-14.23
-1.3820,-0.0628,47.35
-1.3737,-0.0628,-8.60
-1.3653,-0.0628,132.90
-1.3570,-0.0628,-7.31
-1.3486,-0.0628,83.75
-1.3403,-0.0628,82.19
-1.3319,-0.0628,-2.77
-1.3236,-0.0628,70.32
-1.3152,-0.0628,-90.30
-1.3069,-0.0628,67.77
-1.2985,-0.0628,-50.43
-1.2902,-0.0628,92.91
-1.2818,-0.0628,-63.45
-1.2735,-0.0628,32.26
-1.2651,-0.0628,-101.90
-1.2568,-0.0628,88.90
-1.2484,-0.0628,17.87
-1.2401,-0.0628,-90.39
-1.2317,-0.0628,-30.61
-1.2234,-0.0628,4.45
-1.2150,-0.0628,37.17
-1.2067,-0.0628,128.12
-1.1983,-0.0628,116.77
-1.1900,-0.0628,145.12
-1.1816,-0.0628,151.07
-1.1733,-0.0628,31.13
-1.1649,-0.0628,-72.48
-1.1566,-0.0628,71.55
-1.1482,-0.0628,-94.25
-1.1399,-0.0628,42.64
-1.1315,-0.0628,2.77
-1.1232,-0.0628,38.60
-1.1148,-0.0628,-34.23
-1.1065,-0.0628,-89.92
-1.0981,-0.0628,-51.49
-1.0898,-0.0628,22.19
-1.0814,-0.0628,-45.66
-1.0731,-0.0628,-55.82
-1.0647,-0.0628,45.83
-1.0564,-0.0628,-99.73
-1.0480,-0.0628,99.53
-1.0397,-0.0628,-115.96
-1.0313,-0.0628,126.69
-1.0230,-0.0628,-37.20
-1.0146,-0.0628,-94.35
-1.0063,-0.0628,-90.44
-0.9979,-0.0628,-84.00
-0.9896,-0.0628,14.76
-0.9812,-0.0628,-102.58
-0.9729,-0.0628,-25.72
-0.9645,-0.0628,1.42
-0.9562,-0.0628,154.52
-0.9478,-0.0628,130.65
-0.9395,-0.0628,11.79
-0.9311,-0.0628,17.17
-0.9228,-0.0628,12.40
-0.9144,-0.0628,13.53
-0.9061,-0.0628,-16.76
-0.8977,-0.0628,110.09
-0.8894,-0.0628,17.51
-0.8810,-0.0628,-117.25
-0.8727,-0.0628,-56.51
-0.8643,-0.0628,22.27
-0.8559,-0.0628,-30.92
-0.8476,-0.0628,-45.57
-0.8392,-0.0628,-70.08
-0.8309,-0.0628,90.48
-0.8225,-0.0628,61.97
-0.8142,-0.0628,-95.95
